example_id,source,text,reference,prediction,raw_output,input_tokens,output_tokens,latency_seconds,tokens_per_second
293,ag_news,"Manning Fares Well in Mop-Up Role The top overall draft choice #39;s real introduction to the league came not in training camp or preseason, or even when he handed the ball to Tiki Barber on Sunday and watched the tailback sprint","- Manning Fares Well in Mop-Up Role The top overall draft choice 's real introduction to the league came not in training camp or preseason, or even when he handed the ball to Tiki Barber on Sunday and watched the tailback sprint.","- Manning Fares Well in Mop-Up Role The top overall draft choice #39;s real introduction to the league came not in training camp or preseason, or even when he handed the ball to Tiki Barber on Sunday and watched the tailback sprint.","<BULLET> Manning Fares Well in Mop-Up Role The top overall draft choice #39;s real introduction to the league came not in training camp or preseason, or even when he handed the ball to Tiki Barber on Sunday and watched the tailback sprint.",262,60,1.8181136089999654,33.001238043095874
484,ag_news,"Cardinals swing into playoff mode ST. LOUIS - When the St. Louis Cardinals were playing .500 ball for the last two weeks of the regular season after already having clinched the National League Central championship, one question persisted.","- Cardinals swing into playoff mode ST. LOUIS.
- Cardinals swing into playoff mode ST.
- LOUIS - When the St.","- Cardinals swing into playoff mode ST. LOUIS - Zuhause the St. Louis Cardinals were playing.500 ball for the last two weeks of the regular season after already having clinched the National League Central championship, one question persisted.","<BULLET> Cardinals swing into playoff mode ST. LOUIS - Zuhause the St. Louis Cardinals were playing.500 ball for the last two weeks of the regular season after already having clinched the National League Central championship, one question persisted.",257,54,1.6320913490000066,33.086383328412445
267,cnn_dailymail,"When it was announced the G20 leaders' meeting would be coming to Australia, those living in Brisbane were assured the summit would be no interruption to their daily lives. However, video shot on Tuesday showing a US aircraft whipping up an almighty dust cloud which engulfs a highway suggests otherwise. The footage shows a two tilt-rotor Osprey aircraft practicing a landing near the busy Inner City Bypass in Brisbane when it hits an unexpected spot of trouble. Scroll down for video . During a drill on Tuesday ahead of G20 this weekend US aircraft caused dramas when it whipped up a huge dust cloud . At first the aircraft appeared to be simply completing normal practice . The plume of red dust stirred up as the The United States Marine Corps (USMC) aircraft got closer to the ground stopped motorists driving along the six-lane strip in their tracks as the massive cloud spread. At first the dust cloud covered only a small amount of space around the aircraft itself, but less than 30 seconds later it has completely engulfed the surrounding area. ABC Radio National presenter  Rhianna Patrick described the planes to the ABC as 'celebrities' of the aircraft world and revealed they are not often spotted Down Under. However as the Osprey started its descent it stirred up a huge red dust cloud . The dust spread across the road and onto the busy Inner City Bypass in Brisbane . At one stage it engulfed the motorway making it near impossible for drivers to see . 'We all know these aircraft purely through cinema, through news, they are like the celebrities of the aviation world,' the keen plane spotter said. 'Air Force One is probably the most recognised aircraft in the world, closely followed by Marine One, which is what the Sea King helicopter is called when it is carrying the president,' Ms Patrick continued. It's not the first air power that's been spotted flexing its muscles at Victoria Park Gold Club at Herston leading up to the G20. All of the world leaders have brought aircraft to Australia with them, however the American planes are arguably the most impressive.","- When it was announced the G20 leaders' meeting would be coming to Australia, those living in Brisbane were assured the summit would be no interruption to their daily lives.
- However, video shot on Tuesday showing a US aircraft whipping up an almighty dust cloud which engulfs a highway suggests otherwise.
- The footage shows a two tilt-rotor Osprey aircraft practicing a landing near the busy Inner City Bypass in Brisbane when it hits an unexpected spot of trouble.
- During a drill on Tuesday ahead of G20 this weekend US aircraft caused dramas when it whipped up a huge dust cloud.
- At first the aircraft appeared to be simply completing normal practice.
- The plume of red dust stirred up as the The United States Marine Corps (USMC) aircraft got closer to the ground stopped motorists driving along the six-lane strip in their tracks as the massive cloud spread.","- When it was announced the G20 leaders' meeting would be coming to Australia, those living in Brisbane were assured the summit would be no interruption to their daily lives.
- The footage shows a two tilt-rotor Osprey aircraft practicing a landing near the busy Inner City Bypass in Brisbane when it hits an unexpected spot of trouble.
- At first the dust cloud covered only a small amount of space around the aircraft itself, but less than 30 seconds later it has completely engulfed the surrounding area.","<BULLET> When it was announced the G20 leaders' meeting would be coming to Australia, those living in Brisbane were assured the summit would be no interruption to their daily lives.<BULLET> The footage shows a two tilt-rotor Osprey aircraft practicing a landing near the busy Inner City Bypass in Brisbane when it hits an unexpected spot of trouble.<BULLET> At first the dust cloud covered only a small amount of space around the aircraft itself, but less than 30 seconds later it has completely engulfed the surrounding area.",671,109,3.775609521999968,28.869510833912162
382,cnn_dailymail,"By . Tamara Cohen . PUBLISHED: . 18:49 EST, 6 August 2013 . | . UPDATED: . 01:32 EST, 7 August 2013 . Thirteen Cabinet ministers could face bitter rows over fracking in their constituencies, it emerged last night. Companies involved in shale gas drilling have exploration licences in areas represented by Chancellor George Osborne, a vocal supporter of the technology, and Liberal Democrat Energy Secretary Ed Davey. Education Secretary Michael Gove, Health Secretary Jeremy Hunt and Cabinet Office minister Francis Maude are among those whose constituencies are in a shale belt that stretches across southern England from Dorset to Kent. Controversy: Thirteen Cabinet ministers could face bitter rows over fracking in their constituencies, it emerged last night. Police are pictured escorting a lorry past protestors at a proposed Fracking site in Balcombe, West Sussex . While the firms cannot go ahead with fracking before seeking permission from the local council, it raises the prospect of more fierce protests from residents concerned that it carries environmental risks and will destroy the countryside. There have been angry clashes between campaigners and riot police at Balcombe in West Sussex, where exploratory drilling started last week. Other members of the Cabinet who have seats in the South, where limestone rocks are believed to contain a plentiful supply of gas trapped thousands of feet underground, are Justice Secretary Chris Grayling, Culture Secretary Maria Miller, Science Minister David Willetts, Chief Whip Sir George Young and Oliver Letwin, a Cabinet Office minister. Environment Secretary Owen Paterson has joined Mr Osborne in championing shale gas and both have constituencies within the Bowland-Hodder shale area in northern England. Hot spots: This map shows the constituencies of Cabinet ministers which could face rows over fracking . The constituencies of Foreign Secretary William Hague and Minister without Portfolio Ken Clarke also fall within its boundaries. According to the British Geological Survey, it could have reserves of up to 1,300 trillion cubic feet of shale gas – enough to power Britain for decades. Mr Osborne has said that it would be ‘a real tragedy’ if Britain did not capitalise on this source of energy. ‘It would mean we would have much higher energy costs than other countries, it would mean jobs would go to other countries and we would lose out,’ he said. Cuadrilla Resources, which is carrying out the drilling in Balcombe, began fracking in Lancashire three years ago. Other fracking firms, including Celtique Energie, Alamo, iGas and Magellan Energy, have licences for unconventional oil and gas in other areas of the North. Potential battle: Companies involved in shale gas drilling have exploration licences in areas represented by Chancellor George Osborne, left, and Education Secretary Michael Gove, right . Greenpeace, which is opposed to fracking, used maps of shale resources produced by the Department for Energy and Climate Change to compile a list of ministers who stand to be affected by the industry. Its energy campaigner, Lawrence Carter, said: ‘Senior Tories have thus far been the most vocal cheerleaders of fracking. It will be very interesting to see if the ministers who have talked up shale gas will be so happy when it’s in their backyard. ‘They are beginning to recognise that they could pay a price at the polling booth if they lend their support to it. Tricky: Foreign Secretary William Hague, left, and Health Secretary Jeremy Hunt, right, could also face battles in their constituencies . ‘Balcombe is just the beginning – people won’t take the disruption to their communities and countryside lying down.’ The Daily Mail revealed earlier this year that 35 Tory MPs have constituencies in areas that could be licensed for fracking. Greenpeace’s research shows several marginal seats in shale-rich areas, including four held by the Tories and two by the Lib Dems. Deep divisions have emerged within the Coalition over fracking, which involves pumping water and chemicals at high pressure into bore holes to crack open the shale rock and release trapped gas.","- Thirteen Cabinet ministers could face bitter rows over fracking in their constituencies, it emerged last night.
- Companies involved in shale gas drilling have exploration licences in areas represented by Chancellor George Osborne, a vocal supporter of the technology, and Liberal Democrat Energy Secretary Ed Davey.
- Education Secretary Michael Gove, Health Secretary Jeremy Hunt and Cabinet Office minister Francis Maude are among those whose constituencies are in a shale belt that stretches across southern England from Dorset to Kent.
- While the firms cannot go ahead with fracking before seeking permission from the local council, it raises the prospect of more fierce protests from residents concerned that it carries environmental risks and will destroy the countryside.
- There have been angry clashes between campaigners and riot police at Balcombe in West Sussex, where exploratory drilling started last week.
- Other members of the Cabinet who have seats in the South, where limestone rocks are believed to contain a plentiful supply of gas trapped thousands of feet underground, are Justice Secretary Chris Grayling, Culture Secretary Maria Miller, Science Minister...
- Environment Secretary Owen Paterson has joined Mr Osborne in championing shale gas and both have constituencies within the Bowland-Hodder shale area in northern England.
- According to the British Geological Survey, it could have reserves of up to 1,300 trillion cubic feet of shale gas – enough to power Britain for decades.","- The Daily Mail revealed earlier this year that 35 Tory MPs have constituencies in areas that could be licensed for fracking.
- Greenpeace’s research shows several marginal seats in shale-rich areas, including four held by the Tories and two by the Lib Dems.
- Deep divisions have emerged within the Coalition over flogging, which involves pumping water and chemicals at high pressure into bore holes to crack open the shae rock and release trapped gas.","<BULLET> The Daily Mail revealed earlier this year that 35 Tory MPs have constituencies in areas that could be licensed for fracking.<BULLET> Greenpeace’s research shows several marginal seats in shale-rich areas, including four held by the Tories and two by the Lib Dems.<BULLET> Deep divisions have emerged within the Coalition over flogging, which involves pumping water and chemicals at high pressure into bore holes to crack open the shae rock and release trapped gas.",1163,106,5.739654531000042,18.46801047475783
468,email,"=20 =20 WALL Robert L. Wall M.D., of Dublin, Oh., Thursday, October 11, 2001 at OSU=   Medical Center.
Survived by wife of 50 years, Julie; children, Bruce (Kat= hy)  Wall, Kyme (Ian) Rennick, Rob (Carol) Wall, Wendy (Peter) Hillan and P= oco;  grandchildren, Sarah A., Tyler and Travis Wall, Daniel and Julie Elle= n Rennick,  Ben and Brendan Hillan; sister, Margie (Marshall) Wood.
Devoted=  husband, father,  physician, teacher and friend.
Dr. Robert Wall was profe= ssor emeritus of The  Ohio State University College of Medicine in the divi= sion of hematology and  oncology.
As a member of the medical facility for 3= 4 years, he was regarded as a  superb teacher and an astute researcher.
He = was secretary of the College and an  assistant dean from 1971 to 1973.
He s= erved as president of the University  Hospitals' Medical Society for four y= ears, chairman of the Committee on Joint  Accreditation in 1972 and module = leader for hematology in the independent Study  Program.
He was a member of=  the University Faculty Council and University  Senate.
A fellow of the Ame= rican College of Physicians, his memberships included  the American Society=  of Hematology, International Society of Hematology,  American Association = for Advancement of Science and the Reticuloendothelial  Society.
He was pre= sident of the Medical Review Club in 1972 and is an honorary  member of Alp= ha Omega Alpha.
Dr. Wall was a member of the National Academy of  Sciences = - National Research Council committee on plasma proteins and blood  product= s, and a consultant for JAMA, Annals of Internal Medicine and Archives  for=  Internal Medicine.
He earned his medical degree from Temple University  Co= llege of Medicine, then served an internship at Bryn Mawr Hospital before h= is  two-year term in the U.S. Army as chief of blood research at Walter Ree= d Medical  Center.
Memorial service 7:30 p.m. Tuesday, October 16, 2001 at = Upper Arlington  Lutheran Church, 2300 Lytham Road.
Pastor Paul Ulring offi= ciating.
Family will  receive friends following the service at church.
In l= ieu of flowers, family  requests donations if desired to be made to UALC En= dowment Fund, 2300 Lytham  Rd., Upper Arlington, Oh.
43221, or Upper Arling= ton Rotary, West Broad Street  School Fund, P.O.
Box 12013, Columbus, Oh.
4= 3212.
Arrangements by RUTHERFORD  FUNERAL HOME at Powell, 450 W. Olentangy = Street, Powell, Oh.
=20 =20","- =20 =20 WALL Robert L. Wall M.D., of Dublin, Oh., Thursday, October 11, 2001 at OSU= Medical Center.
- Survived by wife of 50 years, Julie; children, Bruce (Kat= hy) Wall, Kyme (Ian) Rennick, Rob (Carol) Wall, Wendy (Peter) Hillan and P= oco; grandchildren, Sarah A., Tyler and Travis Wall, Daniel and Julie Elle= n Rennick, Ben and Brendan Hillan; sister...
- Devoted= husband, father, physician, teacher and friend.
- Robert Wall was profe= ssor emeritus of The Ohio State University College of Medicine in the divi= sion of hematology and oncology.
- As a member of the medical facility for 3= 4 years, he was regarded as a superb teacher and an astute researcher.","- =20 =20 WALL Robert L. Wall M.D., of Dublin, Oh.","<BULLET> =20 =20 WALL Robert L. Wall M.D., of Dublin, Oh.",863,22,1.7847530829999414,12.326635101266119
300,email,"Hey Mom, I know you remember Uncle Mike's quotation from PopPop's funeral...A girl I know has it on her instant messenger with a little change, and I like her version a lot, too.
Hers is: ""Work like you don't need the money, love like you've never been hurt, and dance like no one is watching.""
Just something more to think about (as if we don't have enough!).
Love,","- Hey Mom, I know you remember Uncle Mike's quotation from PopPop's funeral...A girl I know has it on her instant messenger with a little change, and I like her version a lot, too.
- Hers is: ""Work like you don't need the money, love like you've never been hurt, and dance like no one is watching."" Just something more to think about (as if we don't have enough!).","- Hey Mom, I know you remember Uncle Mike's quotation from PopPop's funeral...A girl I know has it on her instant messenger with a little change, and I like her version a lot, too.
- Hers is: ""Work like you don't need the money, love like you've never been hurt, and dance like no one is watching.""","<BULLET> Hey Mom, I know you remember Uncle Mike's quotation from PopPop's funeral...A girl I know has it on her instant messenger with a little change, and I like her version a lot, too.<BULLET> Hers is: ""Work like you don't need the money, love like you've never been hurt, and dance like no one is watching.""",304,81,2.515262390000089,32.203399662011854
299,email,"Could I ask the two of you to please insure that there is a refreshed view on the legal risks relative to both our and El Paso's litigation on East Coast Power.
If this has already been covered, then I apologize.
I just want to make sure Louise has the best data points for making a decision on my proposal of this morning.
Thanks,","- Could I ask the two of you to please insure that there is a refreshed view on the legal risks relative to both our and El Paso's litigation on East Coast Power.
- If this has already been covered, then I apologize.
- I just want to make sure Louise has the best data points for making a decision on my proposal of this morning.","- If this has already been covered, then I apologize.","<BULLET> If this has already been covered, then I apologize.",281,13,0.6380218709999781,20.375477065739094
405,email,"The information contained herein is based on sources that we believe to be reliable, but we do not represent that it is accurate or complete.
Nothing contained herein should be considered as an offer to sell or a solicitation of an offer to buy any financial instruments discussed herein.
Any opinions expressed herein are solely those of the author.
As such, they may differ in material respects from those of, or expressed or published by on behalf of Carr Futures or its officers, directors, employees or affiliates.
?
2001 Carr Futures   The charts are now in the most recent version of Adobe Acrobat 4.0 and they should print clearly from Adobe Acrobat Reader 3.0 or higher.
Adobe Acrobat Reader 4.0 may be downloaded for FREE from www.adobe.com.
(See attached file: opec.pdf)  - opec.pdf","- The information contained herein is based on sources that we believe to be reliable, but we do not represent that it is accurate or complete.
- Nothing contained herein should be considered as an offer to sell or a solicitation of an offer to buy any financial instruments discussed herein.
- Any opinions expressed herein are solely those of the author.
- As such, they may differ in material respects from those of, or expressed or published by on behalf of Carr Futures or its officers, directors, employees or affiliates.?
- 2001 Carr Futures The charts are now in the most recent version of Adobe Acrobat 4.0 and they should print clearly from Adobe Acrobat Reader 3.0 or higher.","- 2001 Carr Futures The charts are now in most recent version of Adobe Acrobat Reader 3.0 or higher.
- Adobe Akrobat Reader 4.0 may be downloaded for FREE from www.adobe.com.",<BULLET> 2001 Carr Futures The charts are now in most recent version of Adobe Acrobat Reader 3.0 or higher.<BULLET> Adobe Akrobat Reader 4.0 may be downloaded for FREE from www.adobe.com.,392,48,1.7145527250000896,27.995639504173013
36,email,"The Lands and Environment Subcommittee of the LL&R Committee will meet Friday, November 16, 9:30 a.m. at IPAMS.
The subcommittee will be discussing the issues raised at the first meeting and assigning the issues to action groups for implementation.
Please RSVP to ipams@ipams.org","- The Lands and Environment Subcommittee of the LL&R Committee will meet Friday, November 16, 9:30 a.m. at IPAMS.
- The subcommittee will be discussing the issues raised at the first meeting and assigning the issues to action groups for implementation.","- The Lands and Environment Subcommittee of the LL&R Committee will meet Friday, November 16, 9:30 a.m. at IPAMS.
- The subcommitted will be discussing the issues raised at the first meeting and assigning the issues to action groups for implementation.","<BULLET> The Lands and Environment Subcommittee of the LL&R Committee will meet Friday, November 16, 9:30 a.m. at IPAMS.<BULLET> The subcommitted will be discussing the issues raised at the first meeting and assigning the issues to action groups for implementation.",283,64,1.9831805009999925,32.27139434243572
419,email,"Anna:  Do want to prepare the Exhibits A and B or shall I?
I would like to have the  doc executed today.
Also, please forward to me a copy of the final form of  guaranty which you agreed to with Clement Abrams.
Thanks.","- Anna: Do want to prepare the Exhibits A and B or shall I?
- I would like to have the doc executed today.
- Also, please forward to me a copy of the final form of guaranty which you agreed to with Clement Abrams.",- Do want to prepare the Exhibits A and B or shall I?,<BULLET> Do want to prepare the Exhibits A and B or shall I?,266,18,0.7795259310000802,23.090957316720935
393,xsum,"The Grandmothers of the Plaza de Mayo group says DNA tests confirm the woman, now in her thirties, was the daughter of communist activists seized in 1977.
Her mother gave birth in prison and both her biological parents were never seen again.
The organisation says there are still more than 400 others to be found.
Human rights groups say the kidnapping of babies was part of a systematic government plan.
The plan was to place the children of people the government thought of as subversive with military families and allies to avoid raising another generation of what the military rulers considered left-wing radicals.
In this case, the woman is the child of Walter Dominguez and Gladys Castro, who lived in the northern city of Mendoza and both belonged to the Argentine Communist Marxist Leninist party.
They were arrested in their home by what the neighbours thought were police and taken away.
Gladys Castro was six months pregnant at the time. She gave birth in 1978.
The Grandmothers of the Plaza de Mayo was founded in 1977 with the goal of finding the children stolen and illegally adopted during the military government.","- The Grandmothers of the Plaza de Mayo group says DNA tests confirm the woman, now in her thirties, was the daughter of communist activists seized in 1977.
- Her mother gave birth in prison and both her biological parents were never seen again.
- The organisation says there are still more than 400 others to be found.
- Human rights groups say the kidnapping of babies was part of a systematic government plan.
- The plan was to place the children of people the government thought of as subversive with military families and allies to avoid raising another generation of what the military rulers considered left-wing radicals.
- In this case, the woman is the child of Walter Dominguez and Gladys Castro, who lived in the northern city of Mendoza and both belonged to the Argentine Communist Marxist Leninist party.","- The Grandmothers of the Plaza de Mayo group says DNA tests confirm the woman, now in her thirties, was the daughter of communist activists seized in 1977.
- Her mother gave birth in prison and both her biological parents were never seen again.
- The organisation says there are still more than 400 others to be found.
- Human rights groups say the kidnapping of babies was part of a systematic government plan.
- They were arrested in their home by what the neighbours thought were police and taken away.
- Gladys Castro was six months pregnant at the time.","<BULLET> The Grandmothers of the Plaza de Mayo group says DNA tests confirm the woman, now in her thirties, was the daughter of communist activists seized in 1977.<BULLET> Her mother gave birth in prison and both her biological parents were never seen again.<BULLET> The organisation says there are still more than 400 others to be found.<BULLET> Human rights groups say the kidnapping of babies was part of a systematic government plan.<BULLET> They were arrested in their home by what the neighbours thought were police and taken away.<BULLET> Gladys Castro was six months pregnant at the time.<BULLET>",450,126,4.790632630999994,26.301327967554638
388,xsum,"Scotland Yard said it was alerted to the ""vulnerable"" 16-year-old from east London by the Daily Mail.
Officers said they were working with her family and the local authority to ensure she was ""kept safe from harm"".
The home secretary said the case, which involved grooming via social media, showed the ""threat"" from IS.
According to the Mail, counter-terrorism officers attended the girl's family home on Wednesday.
The paper said she had intended to travel to the Syrian border, via Turkey and Switzerland, next week after her GCSE exams finished, in order to marry a jihadi fighting for IS.
It said a journalist posing as a 16-year-old girl had been involved in conversations online with the girl's older sister - described as a ""groomer"" for IS - who is already in Syria. She had been trying to persuade the reporter to accompany her sibling.
IS had used encrypted apps on smartphones to send detailed instructions, the paper reported.
Commander Richard Walton, from the Metropolitan Police's counter-terrorism command, said: ""We were made aware of a vulnerable young girl on Monday.
A BBC investigation has documented the Britons known to have died in Syria and Iraq, those convicted of offences relating to the conflict there and others believed to be living in territory controlled by Islamic State.
It includes the stories of:
""Upon receiving the information officers acted promptly and were able to identify the girl concerned, and preventative steps have now been taken to do all we can to safeguard her.""
He added: ""This case is a frightening example of how quickly social media can be used to groom vulnerable young people... This is a stark reminder to parents and the community of the speed with which these cases can develop.""
Home Secretary Theresa May said the incident showed the ""seriousness of the threat"" from IS.
She said: ""The police and security service are working hard every day to keep our country safe, but it is up to all of us to stand united against extremism, support the pluralistic values that underpin our society, and stop young and vulnerable people from being drawn into this kind of trouble.""
In February, three schoolgirls from east London travelled to Turkey before crossing the Syrian border to  join the terrorist group. A friend had earlier made the same journey.
And last week, Scotland Yard said more than 700 Britons were thought to have travelled to Syria, with about half having returned to the UK. It said a ""significant proportion"" of those who made the journey intended to join IS.","- Scotland Yard said it was alerted to the ""vulnerable"" 16-year-old from east London by the Daily Mail.
- Officers said they were working with her family and the local authority to ensure she was ""kept safe from harm"".
- The home secretary said the case, which involved grooming via social media, showed the ""threat"" from IS.
- According to the Mail, counter-terrorism officers attended the girl's family home on Wednesday.
- The paper said she had intended to travel to the Syrian border, via Turkey and Switzerland, next week after her GCSE exams finished, in order to marry a jihadi fighting for IS.
- It said a journalist posing as a 16-year-old girl had been involved in conversations online with the girl's older sister - described as a ""groomer"" for IS - who is already in Syria.
- IS had used encrypted apps on smartphones to send detailed instructions, the paper reported.
- Commander Richard Walton, from the Metropolitan Police's counter-terrorism command, said: ""We were made aware of a vulnerable young girl on Monday.","- Officers said they were working with her family and the local authority to ensure she was ""kept safe from harm"".
- The home secretary said the incident showed the ""threat"" from IS.
- IS had used encrypted apps on smartphones to send detailed instructions, the paper reported.
- In February, three schoolgirls from east London travelled to Turkey before crossing the Syrian border to join the terrorist group.
- A friend had earlier made the same journey.
- And last week, Scotland Yard said more than 700 Britons were thought to have travelled in the UK.","<BULLET> Officers said they were working with her family and the local authority to ensure she was ""kept safe from harm"".<BULLET> The home secretary said the incident showed the ""threat"" from IS.<BULLET> IS had used encrypted apps on smartphones to send detailed instructions, the paper reported.<BULLET> In February, three schoolgirls from east London travelled to Turkey before crossing the Syrian border to join the terrorist group.<BULLET> A friend had earlier made the same journey.<BULLET> And last week, Scotland Yard said more than 700 Britons were thought to have travelled in the UK.",757,119,4.396659857999907,27.06600097423377
217,xsum,"More than 20,000 people attended events held in Inverness over the weekend.
The Inverness Highland Games took place on Saturday and the Inverness Gala and a Bryan Adams concert on Sunday.
The weekend was one of the busiest of the year for the city.
It saw heavies' events such as tossing the caber and hammer throwing as well as shinty competitions and music from pipe bands.
Crowds will return this weekend for a concert by singer Olly Murs.","- More than 20,000 people attended events held in Inverness over the weekend.
- The Inverness Highland Games took place on Saturday and the Inverness Gala and a Bryan Adams concert on Sunday.
- The weekend was one of the busiest of the year for the city.","- More than 20,000 people attended events held in Inverness over the weekend.
- The Inverities Highland Games took place on Saturday and the Inverity Gala and a Bryan Adams concert on Sunday.
- The weekend was one of the busiest of the year for the city.
- Crowds will return this weekend for a concert by singer Olly Murs.","<BULLET> More than 20,000 people attended events held in Inverness over the weekend.<BULLET> The Inverities Highland Games took place on Saturday and the Inverity Gala and a Bryan Adams concert on Sunday.<BULLET>The weekend was one of the busiest of the year for the city.<BULLET> Crowds will return this weekend for a concert by singer Olly Murs.",319,80,2.3147426040000028,34.56107813532079
410,xsum,"John Whitbread, from Leicestershire, put the £1,800 trip to the Dominican Republic on eBay in the hope of finding a female companion.
But the two highest bidders failed to pay the winning sum.
He instead sold £10 raffle tickets and the lucky winner drawn out of a hat has agreed to jet off with him.
The ""Jilted John"" raffle raised £1,420 for Balls to Cancer.
Mr Whitbread confirmed to the BBC that the winner had agreed to accompany him to the Caribbean.
The 32-year-old, who grew up in Derbyshire, split from his fiancée six weeks before their wedding.
He was determined not to go on the honeymoon alone and so auctioned off his partner's place - to women only - on eBay.
After the top two bidders failed to pay, he decided to hold a raffle instead.","- John Whitbread, from Leicestershire, put the £1,800 trip to the Dominican Republic on eBay in the hope of finding a female companion.
- But the two highest bidders failed to pay the winning sum.
- He instead sold £10 raffle tickets and the lucky winner drawn out of a hat has agreed to jet off with him.
- The ""Jilted John"" raffle raised £1,420 for Balls to Cancer.
- Mr Whitbread confirmed to the BBC that the winner had agreed to accompany him to the Caribbean.","- The two highest bidders failed to pay the winning sum.
- He instead sold £10 raffle tickets and the lucky winner drawn out of a hat has agreed to jet off with him.
- The ""Jilted John"" raffle raised £1,420 for Balls to Cancer.
- Mr Whitbread confirmed to the BBC that the winner had agreed to accompany him to the Caribbean.
- After the top two bidder failed to paying, he decided to hold a raffle instead.","<BULLET> The two highest bidders failed to pay the winning sum.<BULLET> He instead sold £10 raffle tickets and the lucky winner drawn out of a hat has agreed to jet off with him.<BULLET> The ""Jilted John"" raffle raised £1,420 for Balls to Cancer.<BULLET> Mr Whitbread confirmed to the BBC that the winner had agreed to accompany him to the Caribbean.<BULLET> After the top two bidder failed to paying, he decided to hold a raffle instead.",392,101,3.2829401980000057,30.76510503040233
189,xsum,"The suggestion is one of 43 proposals made by the panel set up as part of last year's Fresh Start Agreement.
Its role was to devise strategies to help the disbandment of paramilitaries.
First Minister Arlene Foster said an action plan based on the panel's proposals will be drawn up this month.
""[The report] deals with all of the paramilitary organisations and criminal gangs,"" Mrs Foster said.
""If we implement what has been presented to us, then there will be no hiding place for those people and they will be dealt with through the appropriate means.""
The report is entitled The Fresh Start panel report on the disbandment of paramilitary groups in Northern Ireland.
It suggests creating a unit to specialise in paramilitaries and communities in transition and allowing the Director of Public Prosecutions to appeal ""unduly lenient"" terrorism sentences.
The panel was made up of the former Alliance Party leader Lord Alderdice, Monica McWilliams, a former MLA and chief commissioner of the Northern Ireland Human Rights Commission, and solicitor John McBurney.
They also proposed that the Northern Ireland Executive should help former paramilitary prisoners in relation to employment and access to financial services, adoption and travel advice.
It said the executive should contact authorities in the United States to speed up the processing of visa applications by former prisoners.
The report's authors said the label of paramilitary groups were often used as a ""badge of convenience"" for activities that tend to be purely criminal and not linked to political objectives.
Mr McBurney said those groups cannot have ""control and coercive power within communities"", and added police should shift their focus from paramilitary activity to criminality.
""We hope that legislation will be put in place to treat organised crime groups as that, and not to attach to them this badge, which seems to elevate their status beyond what they actually are,"" he added.
Traditional Unionist Voice leader Jim Allister said the report was ""largely toothless"".
""Though it gives but passing mention to the victims of paramilitaries, it has plenty to say about how life could be made easier for the victim-makers,"" he said.
Ulster Unionist leader Mike Nesbitt said he agreed with some of proposals, adding that it was ""time to talk not of paramilitaries but criminals"".
But he also said: ""Our concern is that there is a danger the paramilitaries could back the proposals being offered to them, but not deliver what is demanded in return.""
Colum Eastwood, the leader of the Social Democratic and Labour Party, said there needed to be a ""fresh gear change in the war on organised crime"".","- The suggestion is one of 43 proposals made by the panel set up as part of last year's Fresh Start Agreement.
- Its role was to devise strategies to help the disbandment of paramilitaries.
- First Minister Arlene Foster said an action plan based on the panel's proposals will be drawn up this month.
- ""[The report] deals with all of the paramilitary organisations and criminal gangs,"" Mrs Foster said.
- ""If we implement what has been presented to us, then there will be no hiding place for those people and they will be dealt with through the appropriate means."" The report is entitled The Fresh Start panel report on the disbandment of paramilitary groups in...
- It suggests creating a unit to specialise in paramilitaries and communities in transition and allowing the Director of Public Prosecutions to appeal ""unduly lenient"" terrorism sentences.
- The panel was made up of the former Alliance Party leader Lord Alderdice, Monica McWilliams, a former MLA and chief commissioner of the Northern Ireland Human Rights Commission, and solicitor John McBurney.
- It said the executive should contact authorities in the United States to speed up the processing of visa applications by former prisoners.","- First Minister Arlene Foster said an action plan based on the panel's proposals will be drawn up this month.
- ""[The report] deals with all of the paramilitary organisations and criminal gangs,"" Mrs Foster said.
- It suggests creating a unit to specialise in paramilitons and communities in transition and allowing the Director of Public Prosecutions to appeal ""unduly lenient"" terrorism sentences.
- The panel was made up of the former Alliance Party leader Lord Alderdice, Monica McWilliams said there is a danger the para­­­entirely”.","<BULLET> First Minister Arlene Foster said an action plan based on the panel's proposals will be drawn up this month.<BULLET> ""[The report] deals with all of the paramilitary organisations and criminal gangs,"" Mrs Foster said.<BULLET> It suggests creating a unit to specialise in paramilitons and communities in transition and allowing the Director of Public Prosecutions to appeal ""unduly lenient"" terrorism sentences.<BULLET> The panel was made up of the former Alliance Party leader Lord Alderdice, Monica McWilliams said there is a danger the para­­­entirely”.",788,134,5.38574466700004,24.880496251717126
